百分之四十四點九	了百分之四十四點九
百分之四點九	百分之十點九
百分之四點四	百分之十四點四
百分之零點零一	零點零一
百分之零點零三	百分之五點零三, 了百分之零點三
百分五十	百分之五十
盤升	產生
盤整	看重
盤查	按照
直利率	持續利率, 利率, 執利率
直系	上面
直線	持續, 直接
相似	剛是
相對的的	相對的
相繼	
相聚	詳細
相距	相券
盼望	
看懷	看看
看淡	看待, 看, 看到, 看待, 看到, 太大
看見	看到, 參加, 看對
真實	正式
眾多	降多
睡覺	稅後
知名	資民
知識	就是
短季	短期
短暫性	了
短期性	短期, 等短決定, 短季
短票	房價
短間期	短期
石化	的話
研擬	
破七	過人
破洞	
硬體	nim, 定期
碳排	的思維, 看法, 放款
碳排量	探卡量, 看排, 上卡量
磯崎	積極
社會面	各方面
祈福	地區
祝福	這麼大家
神秘	現在
神經	曾經
票債	讓
票據	不起
禁用	進用
福利	股利, 股利
福岡	無邦
私思	
科學家	協價客
科技業	
科技類	qanda
移上去	上去
移動	一棟
移動到	到
稅制	關稅
稅局	稅理
稅營	稅理
種下	
種類	準備
穩定性	穩定, 穩定
突出	著出
突然之間	有關
立下	利害
立即	
站起來	
端倪	關係
符合性	符合
第一金	第一, 第一
第二億	第二季
第二十	二十月
第二十一	第二十一月, 二十一月
第二十二	第二
第十七	第四, 第十月, 第十七億, 十七月, 第七, 第十, 第十七月, 第十七月
第十九	九月, 第十六, 第十九月
第十五	第十, 第, 歷史, 第五, funding我們
第十八	十八月, 第三, 第八月, 第八月, 第八, 類似, 利十八月
第十六	第十六億, 第六, 第六
第十四	第十, 一個, 第十, 就, 光第十, 第十, 第十, 第四, 第十四億
第第三	的第三
第第二	nim第二, 第二, 第二
等一ㄒ	吼呃
答覆	打到
算到	放到
算回	放款
算法	
管理學	保險
管理層	管理
管理處	管理
管理面	網銀
管裡	管理, 管理
管裡層	管理
節制	截至
節惠	結會, 協位
節能	結合
節能船	結能, 央行
範疇	個看
簽屬	
粗粗	波
粘著度	黏稠度
糟糕	個這麼
紀律	揭露
約略	六月
納入	如果, 真的, 沒入
納成	那
納進	邁進
納進來	拉進來
紓困案	分案, 十五塊, 塊十五, 數位那, 客案, 說不能
紛擾	政策
紛紛	
累呃	呃
累計	累積, 以及
細緻	去, 續資
終端	東方, 中, 剛剛, 東方, 但
結款	結果, 借款, 借款
結至	截至
結語	
結購	
絕大部份	絕大部分
統籌	bank
統統一	
經典	今年
經歷	金力
經濟率	機制能率
經濟部	經濟
經濟長	經濟
經濟面	精面, 接近
經營層	可能
經由	進一步
經繼面	資金
經續	連續
綜合性	分行一定
網絡	
網購	廣東, 外
網路債	在網路
緊密	簡易
緊張	理專
緊急	景氣
縮手	說走
縮減	縮件, 說明, 十二點
縮短	它
總和	總台
總存	總放款
總存放比	存放比
總市值	董事都
總收	走收
總收入	收入
總收益	花的
總整整體	總體
總整體	中整體
總數	可以
總營業	營業
總獲利	個獲利
總碳排量	總卡量
總結	總經理, 董事
總經	總經理
總總	董事方面
總總存款	總放款, 總存款
總餘額	總也有
績優	
繳出	假設
繳息	走息
繳掉	被
繳期	早期
繳限	表現
續約	四月, 這
缺工	缺失
美好	好, 良好, 好
聯合國	問有, 原則上
聯準會	會
聯絡	能夠, 還是, 人弱
聯隊	對
職務	結果
職場	
職能	資合度
肆虐	策略
肥沃	弱
育輝	預估, 來
肺炎	個人
胡志明	股東
胡志明市	國際是, 是穩健
能否	擔保
自已	自己
自建	之間
自用型	用進
自結	之間, 自己
自行	智行
自認	自任
自貸	在
自身	自己, 次在
自辦	資本
致歉	之前, 之前
舊有	asset有
航空	黃通通
船舶	韓國
船運	傳播, 反應
茁壯	主軸
莫大	擴大
菁英	經濟
華南	的話
華爾街日報	還有一些報告
萬一	外幣
落幕	
落底	有點
著作	呃很多
著手	所
董董事長	董事長
蓄力待發	
蓋藏	
藍圖	蠻符合
處分掉	
處所	出售
處理完	
融入	
行列	行業
行員	行業
行政院	前面
行證	成長
衍生性	衍伸性
表現出來	先出來
表面	保面
衰弱	來
補助	顧客, 幅度
補回來	未來
補貼	股接, 股, 股, 股
裡率	利率
製品	自己
製建	之間
複合	放款
複數	
襄理	一, treasury
要件	躍件
覆蓋	覆蓋率
規避	規定
視窗	是, 上面, 的話, 市場
視訊	手續費
觀光	包括
觀看	狀況, 光看
解藥	簡要
解釋函	解釋
解開	解決
訂到	到
訂定	併定
訂購	定購
計算出來	預算
計算器	十年, 替上
計較	盡到
討論到	跑到
討論完	討論
訓練成	是變成
記者	溫
設下	有設, 設, 設
設施	上
許程中	提升
許誠洲	七成就
評分表	
評為	固筆
評鑒	評鑑
詮釋	是
話題	花
認列成	成認列
認列為	分面的
認知到	認知道
誠實	只是
誠誠	跟
調低	兩低
調成	發生
調薪	調新
講解	講的
謝冠綸	謝冠仁
證照	增長
警戒	景氣
警訊	
變净	變
變相	持續
變變	很
變通	變動
變遷	跟, 漸生, 電, 變成, 變成
變頻	變型
負值	
負擔	付
負責任	那
負面	風險, 附面
財富處	財富, 還不錯, 還不錯
財富長	財務長, 財務長
財工	
財源	
財經處	財金處
財訊	台股
貨期	活期
貸放	一半, 貸款, 代表, 帶動
貸放出去	拜出去
貸款案	貸款它
費用面	費用
貿易量	貿易國, 貿易
資安	讓
資工系	太
資本性	資本
資產品	資產品質
資通訊	支付
質量	持續
賺回	一些, 這樣
購債	
購物節	公務給
赤道	知道
走弱	
起立	持股金
起見	其實
超前	風險
超支	方式
越來	越來呃
足不足夠	多
足跡	主資
趴下來	趴
趴趴	趴
跌到	到
跟進	基本進, 改變
跟隨	
跨國	跨
跨越	八月
踩到	排到, 第到
身分	
身後	
身爲	東
身體	
軟硬體	軟體, 轉佳, 短期
較多	比較多
較為	的, 造成
輔導	付到
輕微	辛苦
輸入到	到
轉佳	轉加
轉化	轉換
轉合	掌合
轉向	佔比
轉單	轉
轉投資	掌投資, 總投資
轉折	轉
轉為	整合, 轉微
辦公	放存
辦理	bank
農曆	努力, 我們
迎來	銀行
近景	進行
返台	反覆
追問	最後
追求	所有
追蹤	一棟, 這一
逆勢	是nim, 歷史, 歷史
逆轉	講
逐一	逐意, 注意去
逐月	逐越
逐次	也會逐次
逐計	逐機
這麽樣	要呃
通成	通膨
通貨	
通貨膨脹	通過, 通路上
通通路	通路
造福	
連結到	到時候
連結性	連續
連鑽	連
週年	大家, 年, 年, 元
週邊	的, 的
進一	借
進程	進展
逼近	
逾放比率	預放比率, 預放比率
運用到	業務到
運輸	運數
過往其實	過往
道路	
違反	規範
遞減	繼
遠距	有趣
適合度	資合度
適正	正常
適量	適得
遵循	支持
邁入	呃
還款	放款, 還緩
邊境	根據, 精進, 根定, 全定
部會	顧客
部處	復甦, 顧處
鄰近	
酌參	參酌做, 做看
配對	在對於
配款	分配
配資	最
酬勞	首創
醫師	ecb
醫術	
采取	還是
采用	開業
里程碑	理財
重啟	同行
重回	從會
重因	狀況
重心	重新
重疊	重點
重症者	動重的
重複	程戶
量化	讓
量話	量的話
金個	個金
金品	整體, 精體, 精實, 精選
金控會	會金控
金服	的金處
金產通	經常
金融史	金融
金融獎	金融
金貸	信貸
金質獎	講
金長	附長
銀行卡	銀行
銷量	下, 在
鋪顯	曝險
錢幣	一千必
鎖定	所
長健	這樣
長度	財務
長線	呈現, 呃, 線, 長期, 長項
長足	上升
長遠性	長遠
開卡	pi卡
開帳	開放
開拓	開戶
開立	
間斷	見, 建端
閱讀	日度
關心到	知道
關愛	規劃
關懷	包括
關閉	
防務	跟
防疫	反映, 法令, 反應, 房貸, 反, 法律
防禦性	房地性, 行性
附帶	代表
附注	速度
附錄	速度, 速度, 初六十四
降下	下降
降幅	占比
降溫	加溫
降為	佔
降至	是
限電	證券
陪伴	開放
階層	減少
隔離	合理
隨即	
隱憂	營運, 領域
集合	機會
雙管齊下	方旗下
難以	難, 難, 滿意
難能可貴	可貴
難道	他
雨量	一家
雲因	
零八零	零八年
零净林	呃對於
零受	因素
零幾	二點零期
零炭排	經營上海
零碳	
零點一一	連接近
零點一二	零點六個
零點一零	零點一五
零點七一	零點七億, 零點七
零點七一一	零點七一
零點七九七	零點七九
零點七四	零點七四是
零點三二	零點二, 零點二
零點九二	零點九百
零點二十	零點二一
零點五七	零點七
零點五六	是零點五六
零點八一	零點一零點八億, 零點八億
零點四一	零點
零點四二	五點四個
零點四五四六	零點四五
零點零	零點零一
零點零七	今年年底, 零點一七
零點零八	呃零點八六
電力	個別
電動	變動
電動車	變動呃
電子業	電子
電廠	都
電影	面臨
電資	電子
需不需要	希望
震蕩	
靜止	電子
靜脈	他
非利收	非利息收入, 非中
靠山	挑戰, 特三, 擴張
靠近	跨境
面紗	延先生
鞠躬	一起
響應	的, 想
頂級	頂卡
頂級卡	平台, 試到
順心	甚至
預兆	如果
預先	玉山
預山	玉山
預料	非常, 另外, 要
領導	第一
領頭	呃領頭
題材	新臺
願景	備查
顛倒	變大
類型	
類推	類
顧及	佈局
顧問式	顧支權
顧客數	顧客
顧收	固收
顯得	先的, 選擇的
風電	風險, 公店, 後面, 方面, 後面, 風險
飛輪	費用
飯店業	放併
餐廳	產品, 安倍
餐飲	單程, 開有, 看, 阿或者
餐飲業	他們, 看以業, 看裡面
餘額會	約會
餘額金	餘額
首創	手戰, 走號, 次
首度	股東度
首重	就
驅動	個別
體制	體質
體育	預估
高位	高
高價格	高價
高出	八億二十
高利	高地
高吼	高齁
高峰期	高金, 高風險
高科技	包括是
高績期	高基礎
高資產	那資產
高達	高到
高高	降高
麽樣	這麼
黃男洲	啊銀行
黏著	年主
黏著度	原度, 年度
點一	十點一
點三	百分之十五點三, 四十三點三
點二億	點
點位	電位
點八	四十二點八
點八六	八點八個
點六	四點六
點線	產品線
鼓利	
齁因爲	齁因為
齁齁	齁
齊備	奇備
